,geneSymbol,moduleColor,GSsubtype,p.GSsubtype,MM.turquoise,p.MMturquoise,MM.green,p.MMgreen,MM.yellow,p.MMyellow,MM.grey,p.MMgrey,MM.blue,p.MMblue,MM.pink,p.MMpink,MM.red,p.MMred,MM.black,p.MMblack,MM.brown,p.MMbrown
BTN3A2,BTN3A2,blue,-0.14094717726291,0.0060517091454584,-0.193006210902124,0.000159622292423263,-0.166860775071071,0.00112891350451958,0.0191540684476775,0.710489796001016,0.0277235861925682,0.591042269436083,0.616886621182562,5.23957391761658e-41,0.0655208959540662,0.203721896925748,0.142627632608994,0.00546895388603298,0.561490459987105,8.70382256256046e-33,0.173329737255186,0.000713324319982181
LGALS9,LGALS9,blue,-0.141192418030261,0.00596333069172165,-0.21670255042417,2.13932136955726e-05,-0.298024719262453,3.42312862802385e-09,0.061667545377529,0.23164896691303,-0.142405786815095,0.00554287985256658,0.701332610575511,3.0948276778647e-57,-0.0687857681734055,0.182040025951269,0.144735326579196,0.00480959432546656,0.698501647176497,1.33864216917363e-56,0.2196881700242,1.63369117084762e-05
HCLS1,HCLS1,blue,-0.143339059887648,0.00523782563088186,-0.198183086038823,0.000104929850747277,-0.113901937765165,0.0268024004700799,-0.0390046170991433,0.449581659082834,-0.0281274744049749,0.58564532311122,0.922456531342657,1.77190287703292e-157,0.0473006693487823,0.359091397914439,0.363433520198677,3.02132858203328e-13,0.481585286406684,2.41883413053453e-23,0.33072389661952,4.24645898422297e-11
MDFIC,MDFIC,blue,-0.143899829320003,0.00506187862299763,-0.183125746312306,0.000345056795897088,0.0868949977024666,0.0915977937933106,-0.0552349238511917,0.284101575678047,0.152775713524686,0.00290171627153817,0.551694859736844,1.72670601950224e-31,-0.0431026121558415,0.4033667205044,0.48254153183959,1.92619839437822e-23,0.117312035000591,0.0225404846039812,0.491905763437096,1.99320336041673e-24
INPP5D,INPP5D,blue,-0.143946827584624,0.00504737693745378,-0.160140532823834,0.00178800643903187,0.0290725394059786,0.573106798372257,-0.0874209212745948,0.089643993119631,0.0337887430868958,0.512506650187861,0.874635961725607,2.73389766706217e-120,0.0954686346135669,0.0637088025944548,0.412511697514348,5.80159576720938e-17,0.448359278944176,4.30637271114438e-20,0.349903306209458,2.50603134764187e-12
PIM2,PIM2,blue,-0.145076183245316,0.00470996696451817,-0.251881638998506,7.00827030990638e-07,-0.178038326841008,0.000505506111834375,0.266816338785863,1.39358771691555e-07,-0.0742614569665169,0.149580071369444,0.582238289883268,1.10775219537608e-35,0.142720608454356,0.0054382359119299,0.0259047054691262,0.615624425240864,0.390662587285944,3.1265229775763e-15,-0.0386097867270752,0.454186942170984
TRPM2,TRPM2,blue,-0.145106003724714,0.00470134001726786,-0.179169724359672,0.000464759373877514,-0.140117909918738,0.00635932719368999,0.204456352089715,6.22015693473959e-05,-0.1446481562386,0.00483537602464878,0.270241761215822,9.48570229609065e-08,0.118567254037969,0.0211265602693412,-0.0714116788742287,0.165877344005473,0.170160887574288,0.000895014292158285,-0.0246693962242749,0.632570376713762
MSR1,MSR1,blue,0.145207642392739,0.00467204328122743,0.0715815449103707,0.164870075834235,0.222272533242941,1.28971084979182e-05,-0.0807723252824022,0.116938322454745,-0.168433442115705,0.00101120119511097,0.579379717703584,2.85549491911942e-35,-0.100078109043648,0.0518737358136604,0.188396874032668,0.000229816499622542,0.360016725295648,5.20419674856e-13,0.426833493495351,3.61207044002976e-18
CD300A,CD300A,blue,-0.146836920918564,0.0042243543713518,-0.259139678634565,3.23695600465716e-07,-0.107163280006505,0.0372883821398781,0.0819712819744111,0.111586111642161,-0.000292121686778367,0.995483451124797,0.793379927299467,4.53656929917335e-83,-0.0559557135388688,0.277854898720488,0.170993386002387,0.000843539197448221,0.385670840779604,7.46453950250894e-15,0.376930871636953,3.30679762392424e-14
ITGAL,ITGAL,blue,0.147269174365661,0.00411227487203848,0.140217732298434,0.00632157030008341,0.0890436017683473,0.0838256319815145,-0.0897259232091792,0.0814718199918363,-0.172231750628796,0.000772010457455906,0.654666240791,1.26769284582074e-47,0.161350154868613,0.00164807099062779,0.222698255360175,1.24011296967685e-05,0.53687629937029,1.31990791121015e-29,0.122263524861532,0.0174006782129407
PITPNC1,PITPNC1,blue,-0.149134086307235,0.00365889867068077,-0.216968877813845,2.08879343503915e-05,-0.174554505689085,0.000652748437308828,0.202788472274959,7.15911142726153e-05,-0.25178623789728,7.07868509082954e-07,0.20629798126619,5.31874342087475e-05,-0.0925402659822022,0.0723217184606825,0.152141031371176,0.0030224583913621,0.0425610019200548,0.409306961696492,0.163661826020947,0.00140819277625866
FKBP11,FKBP11,blue,-0.149936887323046,0.00347806428895413,-0.223582513679643,1.1428264845695e-05,-0.356085178770891,9.65193808410958e-13,0.0219416283291958,0.670667293645822,-0.181846776518115,0.000380187622862226,0.375638131655537,4.10565737618278e-14,-0.0152058533545589,0.768243313001343,0.0740174960515121,0.150925726436076,0.186287401614357,0.000270765888620475,0.0742108336974088,0.149858550058331
FCER1G,FCER1G,blue,-0.150022851743306,0.00345918866502652,-0.25485987338783,5.11903068175438e-07,-0.256355489262035,4.36547812648559e-07,0.0857253679802833,0.0960651764215224,-0.10111046001087,0.0494908973151059,0.844653238989886,4.40254333651898e-104,-0.0335655074713842,0.515298220308382,0.147778543306358,0.00398365422593285,0.474011185718716,1.43258529541064e-22,0.303817935880697,1.63484326128994e-09
SLCO3A1,SLCO3A1,blue,-0.15043722051099,0.00336949984109421,-0.099923880956109,0.0522377968586683,0.0542580657402104,0.292717500446937,-0.0778730448461046,0.13071037988568,0.126568842570811,0.0137956557586833,0.360160436195912,5.08718677630475e-13,-0.0367964050637639,0.475674920008513,0.414766634384717,3.78006820772217e-17,0.152588814399849,0.00293680835800491,0.277240069218297,4.25082912086569e-08
TBXAS1,TBXAS1,blue,0.152451824610163,0.00296277399414961,0.132680425724906,0.00980913728731635,0.0947965987398976,0.0656068332817358,-0.253029784351282,6.21184709829885e-07,-0.0538155719322681,0.296677227843181,0.608174783198809,1.31859563325012e-39,0.0155601992541323,0.763001862007673,0.371037997939541,8.79853450922702e-14,0.27056817727591,9.1417197772433e-08,0.319807763410871,1.95150791956813e-10
SLC37A2,SLC37A2,blue,0.152937363852577,0.00287167278777147,0.1867146505978,0.0002619586248266,0.267593560851078,1.27770801382722e-07,-0.24946361808746,9.01813058323527e-07,-0.0582863995471989,0.258297073591001,0.488173974858193,4.96347639722181e-24,-0.00755883783114667,0.883545654882175,0.280969199196741,2.74596922699059e-08,0.28707424274575,1.32403867414723e-08,0.312030575616514,5.57509951656951e-10
TMEM149,TMEM149,blue,-0.153714117686803,0.00273121631506224,-0.264681196230229,1.76642365045599e-07,-0.282780479643922,2.21564772109272e-08,0.219720080706668,1.62895679522027e-05,-0.0830294058583163,0.107024242764957,0.723828944248651,1.4314672339156e-62,0.106306490724761,0.0388429823567599,0.134878649943891,0.00864801336933003,0.460497103640814,3.07343004330156e-21,0.103198529586233,0.0449502060778156
HCK,HCK,blue,-0.153953523846343,0.00268920336483163,-0.282084119184137,2.40662925206395e-08,-0.119394459011802,0.0202374101044666,0.147220942327213,0.00412464639962365,0.0456105809408989,0.376537302864826,0.776975822778364,1.42295194664075e-77,0.0503765082428375,0.328664317656677,0.119634418192999,0.0199856443313091,0.336340631610763,1.89158289539361e-11,0.262986284776801,2.12905677778017e-07
ELMO1,ELMO1,blue,-0.155069780443647,0.00250097227891398,-0.204432345531084,6.23280694628485e-05,-0.136119254352269,0.00804820197170058,-0.15832738841304,0.00201821723992708,0.124577179360918,0.015372458586762,0.670156242578094,1.2787121670817e-50,0.0550300648802678,0.285894119296276,0.473299340445099,1.68943463500402e-22,0.258542578614138,3.45240116675263e-07,0.351124162774949,2.07906260685497e-12
NPL,NPL,blue,-0.155491308513234,0.00243307166482817,-0.273346975287574,6.66200050772235e-08,-0.0887620511265435,0.0848127475023347,0.180799366613682,0.000411408327671796,-0.0778953951888676,0.130599616901671,0.69875192212229,1.17689179612122e-56,0.0124611432841528,0.8091836542426,0.0802871503592984,0.119160408215225,0.296362088213078,4.21918659806523e-09,0.114525723393854,0.025974625456117
LCP1,LCP1,blue,-0.157713256790363,0.00210213536821333,-0.232048357210748,5.1404766380042e-06,0.0290406741001975,0.573527493284934,0.187794890108131,0.000240869448557991,0.00521413107112352,0.919519312579178,0.646182870025844,4.68184706983282e-46,0.0612881326010189,0.234538510568948,0.182016638724972,0.00037533733147432,0.284920397092009,1.71606960270687e-08,0.126071104368934,0.0141757653779482
NCF2,NCF2,blue,-0.158031884783129,0.00205820655912871,-0.324637804362431,1.0013124080792e-10,-0.141718290939169,0.00577771367939827,0.202972178656901,7.04949751004545e-05,-0.0541247934215865,0.293906372140995,0.800697224638252,1.09978575423804e-85,-0.057913391797174,0.261361554524831,0.106281088369294,0.0388898983624554,0.37498627126609,4.57731657910449e-14,0.338852470932925,1.31052841458045e-11
STAT5A,STAT5A,blue,-0.158058523955746,0.00205457211715309,-0.0579456083236984,0.261095893027042,0.0651565975642949,0.206252650744432,-0.221462854389121,1.38928802588013e-05,0.374043512979013,5.35460880921471e-14,0.411336523101505,7.24356476813852e-17,0.119956407315715,0.0196520936362064,0.265730873342528,1.57249726641464e-07,0.189178524760008,0.000216171490101738,0.22430347147944,1.0689213695507e-05
SYT7,SYT7,blue,0.158981903577596,0.00193216064124053,0.2249382014986,1.00763875684595e-05,0.173701840173385,0.000694391612998529,-0.0682453500236766,0.185506068036379,-0.00589548154291603,0.909045453147942,-0.29853169253053,3.21084398577205e-09,-0.0141266994390519,0.784270251875718,-0.100510565798745,0.0508641656594952,-0.221449966276288,1.39093059648428e-05,-0.107792408021382,0.0361807357823352
HSD17B11,HSD17B11,blue,0.162844080759421,0.00148911872327356,0.118548409526933,0.021147204747162,0.155303528305184,0.00246310939807378,-0.258367275960875,3.51822836711121e-07,-0.0602007879441726,0.242960098857199,0.56392304562475,4.0810155828562e-33,-0.00273464650687392,0.957738587113338,0.614292540065294,1.38349902781428e-40,0.183580823246941,0.000333303948871425,0.57651168853416,7.31530128564908e-35
SEMA4A,SEMA4A,blue,-0.163065709374607,0.0014667743555906,-0.150990019923438,0.00325313194657033,-0.119008551779062,0.0206480862041391,0.024178312173594,0.639361470544024,0.141704166858442,0.00578263044965776,0.229444741490059,6.59361769267656e-06,0.0822009342329063,0.110583251445574,-0.0162543223713328,0.752765964077588,0.0409405519152489,0.427386459976055,0.0295968264448497,0.566206033488938
LYZ,LYZ,blue,-0.164291180587886,0.0013486826974379,-0.305334562264148,1.3436310114184e-09,-0.0233037320825914,0.651530422993023,0.258619284433027,3.4239715674814e-07,-0.0897960622733576,0.0812329187489752,0.761740729875267,7.14301828037989e-73,-0.0447000888066454,0.386148051717588,0.146203311643479,0.0043936344023208,0.322924657157591,1.27042077045705e-10,0.194586685576148,0.000140594290282271
ITGB2,ITGB2,blue,-0.164462726019202,0.00133286744233313,-0.261550364070761,2.49141979711345e-07,-0.109035248788809,0.0340745317863892,0.0847223341378525,0.100033079560028,-0.0283859039056493,0.58220406464202,0.891375045066395,2.83573694600704e-131,-0.0036411693056192,0.94374938122232,0.159626382863336,0.00185071526800626,0.40339041430429,3.1763595023967e-16,0.322207131061888,1.40298473662112e-10
ABCA7,ABCA7,blue,0.165704665705979,0.00122335604529045,0.244704235581758,1.47023903666643e-06,0.189752602180314,0.000206636707390148,-0.0947423844254542,0.065761953588703,-0.117274888517616,0.0225835468136489,0.181386620934155,0.000393621739884201,0.231069334012017,5.64685757052292e-06,0.125916034257782,0.0142960540711572,0.265058206676435,1.6942601465505e-07,-0.106148174180723,0.0391361621266334
RFTN1,RFTN1,blue,-0.166078036404669,0.00119208902166944,-0.203690465140023,6.63590565996178e-05,-0.0425836292708128,0.409057757899409,-0.124534095927217,0.0154082461078022,-0.00614105555541587,0.905274200103495,0.679919980885835,1.32782041593082e-52,-0.0451090642153871,0.381812772476979,0.498089815105824,4.28686781728384e-25,0.246369962238127,1.24047189523652e-06,0.541444497482389,3.54730434502802e-30
PSMB9,PSMB9,blue,-0.166361881319742,0.00116881298205926,-0.254353590698707,5.40131722548693e-07,-0.278095539267933,3.84757186406716e-08,0.133734761643498,0.00923599377405972,-0.0920154618945845,0.0739613246705611,0.721538826421237,5.28278140386746e-62,-0.00842553562420491,0.870304669753589,0.0473434493499101,0.358656471910717,0.736175953981273,9.92739632848427e-66,0.092096177939907,0.0737071977129509
IKZF1,IKZF1,blue,-0.166991920843544,0.00111863521892032,-0.233905538583653,4.29645707323642e-06,0.00169884599736676,0.973738404216275,0.0510351251708871,0.322372098779546,0.00310108266177727,0.95208204284203,0.886195387499516,1.08284047008253e-127,0.0203227813480165,0.693690234767603,0.311961420094805,5.62661802472883e-10,0.435194467888051,6.7113552845966e-19,0.323140752067216,1.23294411493603e-10
FMNL1,FMNL1,blue,-0.167043721416462,0.00111459924812893,-0.252595875617531,6.50204462991246e-07,-0.124336428352495,0.0155733778086938,0.0666342417463389,0.196127241621989,0.0612247797220538,0.23502346203479,0.869513291784294,3.06083379998078e-117,0.10962971258023,0.0331045972563312,0.277525893577439,4.11175585499834e-08,0.436644432668317,4.98856643006996e-19,0.337095959233754,1.69453462254885e-11
ACSL1,ACSL1,blue,-0.167050923788694,0.00111403914825236,-0.185161803263543,0.000295310140654241,0.119411783202381,0.0202191416531938,0.116722950764438,0.0232318225767807,-0.116654129727293,0.0233137736019887,0.279997264697311,3.07913939726741e-08,-0.139196439509173,0.00671752520081054,0.186647324190814,0.000263328493855599,0.133408500121878,0.00941008647279491,0.199330030403646,9.54767211316563e-05
HLA-E,HLA-E,blue,-0.16711328850941,0.00110920011976142,-0.268451045164283,1.16063765939413e-07,-0.159868803571953,0.00182090160554926,0.0307417246058338,0.551276246188566,-0.127347275830305,0.0132191509852187,0.799597279385795,2.7630025845544e-85,-0.0472916360776916,0.359183277525401,0.268669599181061,1.13249428121143e-07,0.639135013689537,8.6138558009753e-45,0.257222822515162,3.97858287658186e-07
EPHB2,EPHB2,blue,-0.167204146703325,0.00110218485211673,-0.257608830093003,3.81719503783126e-07,-0.0339498677818048,0.510496669790502,0.212942674380471,2.98850879718012e-05,-0.0537052745101192,0.297669772620027,0.541332231671986,3.66460418164295e-30,-0.0448230354952675,0.384841638667664,0.154139579453326,0.0026569599408706,0.308491985968433,8.8989392770471e-10,0.331903853816437,3.58788545148452e-11
TFAP2A,TFAP2A,blue,0.167232132239832,0.00110003230220719,0.304258703651952,1.54442400448622e-09,0.207526212405824,4.78770646571494e-05,-0.148656645907731,0.00377044057649632,-0.016125791769751,0.754658139821181,-0.40458995407015,2.54748831157826e-16,0.141582014242088,0.00582531033990602,-0.0200570155766365,0.697497666023733,-0.154497860998453,0.0025958592512573,-0.121035528711574,0.0185692837580202
C3,C3,blue,-0.167705690050635,0.00106419006179163,-0.188269294249883,0.000232118612532332,-0.0590524285973829,0.252081719571186,-0.203585597156507,6.69482916756681e-05,0.10656637044952,0.0383657516281887,0.731686128512111,1.46505579044505e-64,-0.0197356105324579,0.702112346979342,0.374479113026439,4.98060386264352e-14,0.31513994204781,3.677631539533e-10,0.454132071824502,1.24322300272577e-20
IFI30,IFI30,blue,-0.16771779930774,0.0010632878193573,-0.321364209584171,1.5759638218252e-10,-0.344397009949028,5.76120224137453e-12,0.240363042623479,2.27642573126433e-06,-0.233900083562727,4.29873040824398e-06,0.735644330601301,1.36930741069725e-65,-0.0678675613133388,0.187957772188269,0.00886933973438406,0.863538201379401,0.528422269874814,1.42537282687417e-28,0.188167256823206,0.000233975320985526
PAG1,PAG1,blue,-0.168313279788452,0.00101977930908389,-0.243848711232595,1.60356824234025e-06,0.157141398789809,0.00218313043634613,0.182004950156878,0.000375669235411858,0.0526535123479975,0.307245314410777,0.620158330688253,1.51994323560022e-41,0.00103018046969899,0.984073153005791,0.280276483735996,2.97962348141107e-08,0.235719439208639,3.6009070793102e-06,0.310953582506194,6.43203773292917e-10
ACSL5,ACSL5,blue,-0.168972536233608,0.000973529103208131,-0.205138386072599,5.87071777779828e-05,-0.0908624472963107,0.0776699727721203,-0.0666310325266655,0.196148832149216,0.0984846366081516,0.0557388751478185,0.622982917591249,5.16040653733943e-42,0.0716200032643089,0.164642664375663,0.298000768942204,3.43348689668997e-09,0.344837543443539,5.39323025796001e-12,0.296289914174822,4.25752731134115e-09
LRRC33,LRRC33,blue,-0.170248511339432,0.000889462887059772,-0.205598567160111,5.64549735032193e-05,-0.0797583076223521,0.121619887296016,0.000384333625433245,0.994057767933965,0.107827952961386,0.0361189978491993,0.73229442969613,1.02060481977319e-64,0.0956686856192261,0.0631526043359946,0.393660585349391,1.84064634388658e-15,0.355808529999596,1.00774808926256e-12,0.275184190569574,5.3938450073765e-08
SHANK2,SHANK2,blue,0.170526144785901,0.000872082669312264,0.197609111780922,0.000109984362426605,0.346666034694479,4.09630819346399e-12,-0.0344698530185487,0.504038124493555,0.091317915682012,0.0761873310556969,-0.228946116652218,6.91332292892621e-06,0.0965831848881753,0.0606607105236667,-0.0700487725548183,0.174126559646324,-0.0824641231240519,0.10944267452908,-0.0747979141095987,0.146653138925467
NTHL1,NTHL1,blue,0.171200720262744,0.000831151851135898,0.175552439959176,0.000606952896915634,-0.278413760428115,3.70720842244366e-08,0.0556477347396986,0.280512487171622,-0.121102387927974,0.0185039406146637,-0.215360912684931,2.41197719053867e-05,0.113321558730239,0.027592848952947,-0.147079197515436,0.0041611989025721,-0.0545505362168146,0.290119769503607,-0.179243034625761,0.000462227397702026
SIX4,SIX4,blue,0.171261988299004,0.000827523645411839,0.173970574911902,0.00068100876297847,0.298882974099994,3.07129923807934e-09,0.141351434856781,0.00590664594442563,0.023525365634921,0.648437679398348,-0.23399147509266,4.26079479706888e-06,0.102769458978582,0.045853556083463,-0.121983648139506,0.0176612131247558,-0.0684607529962109,0.184118771856305,-0.183653256056731,0.000331468077619133
MMP9,MMP9,blue,-0.172542379760958,0.000754970274780174,-0.308356818844443,9.05820885883557e-10,-0.174336675439339,0.000663161194116457,0.255695424367514,4.68388302012816e-07,-0.0932642618394922,0.0701085690687563,0.380812294691617,1.71683047053234e-14,-0.0582985724776177,0.258197485524655,-0.000802441684958993,0.987593728680985,0.120522740046302,0.0190771649488022,0.245703237170165,1.32797519166895e-06
TMEM99,TMEM99,blue,0.175736213461866,0.000598851315484716,0.318764632123863,2.25052142913981e-10,0.0918224046403574,0.0745720418547827,-0.245096549636328,1.41271240743322e-06,0.14135883845099,0.00590401860760715,-0.24476076779238,1.46181329542458e-06,0.0434056805449549,0.400065305556467,-0.0166505085771922,0.746942817391376,-0.0229318642965494,0.656733000033387,-0.0584387306910399,0.257052746042599
NLRC5,NLRC5,blue,-0.175918028877383,0.000590934808650208,-0.327207194474111,6.98716111629094e-11,-0.103004518136919,0.0453568024243072,0.250409369205142,8.1737181114067e-07,-0.0493085530974365,0.339034605618661,0.731005527454625,2.19281327006586e-64,0.155938971123039,0.00236280475286236,0.0688184387219779,0.181832033216707,0.653672127282864,1.94669945995891e-47,0.142738928062982,0.00543220168560725
CTSS,CTSS,blue,-0.180878264319678,0.000408975969949626,-0.266560471438587,1.43390433696861e-07,-0.0559142094318176,0.278212044098135,0.0836892587975255,0.104254778954874,-0.0270689757249722,0.599837520069678,0.86742765823215,4.90263135218463e-116,-0.020653877905473,0.688957619910851,0.195301111607996,0.000132710656450501,0.525796592703343,2.94448415504458e-28,0.229949355805936,6.28444354565984e-06
ARHGAP30,ARHGAP30,blue,-0.181934719284777,0.000377669243686411,-0.292404705985236,6.90302880422889e-09,-0.0462266391029339,0.370118613942787,0.133509209062063,0.00935603979522962,0.0274115858161775,0.595226896542731,0.860205826453081,5.11052534741368e-112,0.159064225474659,0.00192157776819594,0.220865645567524,1.4673698516409e-05,0.388090732234173,4.90441866582164e-15,0.255624572339374,4.71935762970828e-07
CCR1,CCR1,blue,-0.182240817185403,0.000369024242777437,-0.302577818431784,1.9176802100734e-09,-0.115954406962171,0.0241612821296222,0.215274531964379,2.43061565748442e-05,-0.0890453742097917,0.0838194472804222,0.803570686813818,9.6432819088238e-87,-0.0885161020003405,0.0856826881562396,0.092043088425894,0.0738742649289556,0.567882484439067,1.1735696065429e-33,0.238881344941341,2.63779997437953e-06
LPXN,LPXN,blue,-0.182578294950307,0.000359706756672291,-0.272921287055327,6.99450162221988e-08,-0.126269178767008,0.0140234123296509,0.0868998522362168,0.0915796046364235,-0.0302359366817929,0.557848045674222,0.834159224329506,3.31465462800183e-99,0.100141833920769,0.0517239293960113,0.251546468478682,7.25866709043309e-07,0.385169462015961,8.13972717189985e-15,0.290968166601681,8.23849336492638e-09
SYNE1,SYNE1,blue,0.183431583589479,0.000337116471185736,0.183877419305834,0.000325846011927721,0.43439553358378,7.89831677602682e-19,-0.276317058751024,4.73165017007241e-08,0.0292834327532456,0.570326206115069,0.53389865666735,3.07498459055115e-29,0.142900387987528,0.00537927881461736,0.511308637204531,1.44244175146311e-26,0.280384539622422,2.94195171207737e-08,0.54716147644517,6.65804927843279e-31
ATP6V0E2,ATP6V0E2,blue,0.184244390114485,0.000316833791665439,0.230799811516304,5.79440269956507e-06,-0.0447780096769475,0.385319763564079,-0.110001747978481,0.0325096329511701,-0.070282361622617,0.172691460657628,-0.242186048626574,1.89651929363394e-06,0.0880665378534333,0.0872913850013014,0.00934010289235096,0.856371592142977,-0.138822808780717,0.00686783872554605,-0.206724476086717,5.12834132596143e-05
SERPINB9,SERPINB9,blue,-0.186327730082934,0.00026992289518403,-0.257217945259994,3.98066339129683e-07,-0.0404564520735777,0.432876168613901,0.0620534215985025,0.228736118420544,0.0531725894809433,0.302494383811722,0.754037869386236,1.25415891192597e-70,0.0927098227702895,0.0717983645852265,0.311866408399098,5.69815363093157e-10,0.407514420318761,1.48212178985825e-16,0.275546064680474,5.17315346892526e-08
TNFRSF1B,TNFRSF1B,blue,-0.188387866658849,0.000229978330325484,-0.273455621770338,6.57961216159784e-08,-0.127435495318641,0.0131551735322433,0.0258797867433999,0.615964290574797,0.00719415857331379,0.889126966365774,0.929306485390417,9.64955185775204e-165,0.0442352645233636,0.391111528961025,0.421770618586251,9.78600908201041e-18,0.466789560727822,7.49891880570629e-22,0.336081286770496,1.9642606861325e-11
HLA-B,HLA-B,blue,-0.188674372599765,0.00022488267552097,-0.262853053506856,2.16041760728167e-07,-0.282061146893252,2.41319322176389e-08,0.0646946823810693,0.209494136593018,-0.0693933490131715,0.178200626495482,0.645786005326693,5.5274447187538e-46,-0.0455084621888625,0.377607845544202,0.0280467618192672,0.586722019609595,0.711318105369248,1.53438283233717e-59,0.0804235719396671,0.118532296813501
SNX10,SNX10,blue,0.189471648468788,0.000211252776625097,0.140245608654888,0.00631106228227452,0.183608815902589,0.000332593330566591,0.0946037277760957,0.0661600541241244,-0.0694790975643568,0.177663637633558,0.248751965271722,9.7080447014895e-07,0.0684033021300332,0.184488031982176,-0.0276396927249621,0.592166144631899,0.263059410824735,2.11203062390029e-07,-0.118655675957545,0.0210299259455344
ST3GAL5,ST3GAL5,blue,0.190184311382002,0.000199727255794684,0.204527356114012,6.18288362785914e-05,0.126319997220733,0.0139845570455168,-0.165676925765199,0.00122570890484965,-0.231348057052323,5.49804666596338e-06,0.38406702029923,9.8417967111209e-15,0.0786075507099276,0.127108178822223,0.320629028605497,1.74364367130049e-10,0.257810228074937,3.73550857346128e-07,0.299604823468345,2.80276731141362e-09
ADAM6,ADAM6,blue,-0.190335628633809,0.000197357047332264,-0.243166590828414,1.71809124650831e-06,-0.113302292704533,0.0276194281963975,0.111736679026983,0.0298541312789366,-0.066928529486729,0.194154739511527,0.539568707201761,6.0991766678594e-30,0.00884974797264669,0.863836701097653,0.23141365616232,5.46357073779101e-06,0.261546060157887,2.49259029454739e-07,0.185041408941581,0.000298054838530847
SYK,SYK,blue,-0.1911178154302,0.000185519085864867,-0.256333060771403,4.37594738286657e-07,-0.0103075402468303,0.841681520168538,0.151183633374258,0.00321324539815251,0.143335971409005,0.00523880972278984,0.515951236898445,4.2297457964593e-27,0.0184166786912462,0.721162507463224,0.143972188689318,0.00503956711821966,0.172973489754866,0.000731896852045504,0.212372667181894,3.14225485395359e-05
CELF2,CELF2,blue,-0.191822283939432,0.000175429556305049,-0.237737395992838,2.95366836012233e-06,0.106839737969315,0.0378691194094422,-0.00455066609100192,0.92973163013778,0.103765622337754,0.0437792445959442,0.773546163503593,1.75135095302132e-76,0.00477216148604255,0.926320919176749,0.45551094259292,9.20758934622283e-21,0.262270619559336,2.30281212816413e-07,0.564155752178127,3.79453261516315e-33
SOCS3,SOCS3,blue,-0.193706867826772,0.000150906835849344,-0.227052673486144,8.26710016515445e-06,-0.115732488503348,0.0244355694933177,-0.0752717703101816,0.144104235547858,0.144435249048756,0.0048988702974456,0.492471704014873,1.73394551667903e-24,0.059782189322389,0.246257957962287,0.418787090844193,1.74697177050484e-17,0.200922209402715,8.3674929026611e-05,0.39738817072356,9.45373792256766e-16
LOC283070,LOC283070,blue,-0.194660558844969,0.000139759186703188,-0.243228993308821,1.70729736238209e-06,-0.142620473880891,0.00547132548937905,0.0118013159394142,0.8191084141051,0.110689309366131,0.0314340661123502,0.373417876083697,5.94031625829413e-14,0.112542913591711,0.0286847234046948,0.208179184358147,4.52618181842255e-05,0.0746915073836278,0.147230202098564,0.316325127995645,3.13432941649547e-10
GAL3ST4,GAL3ST4,blue,-0.194668962094286,0.000139664487146414,-0.257646902368198,3.80162257104433e-07,-0.0878147075381734,0.0882030752205059,0.00326737883561095,0.949515763988485,0.0409002262082612,0.427842206864475,0.583452381411648,7.38839699950292e-36,-0.0532696054660811,0.301611858216208,0.294079333864558,5.6099708644149e-09,0.213800560955555,2.77047364105503e-05,0.525997299831409,2.78625769607112e-28
KSR1,KSR1,blue,-0.195623314940545,0.000129292630446822,-0.21909873037661,1.72352702756183e-05,0.0958555378686924,0.0626367187292386,0.105052254693573,0.0412174054822087,0.317601899502269,2.63641414596999e-10,0.353537822071689,1.4337048345097e-12,0.177303052946223,0.000533739201480996,0.27293828194856,6.98092556088152e-08,0.107128553004572,0.0373503509745704,0.201414251755053,8.03149486475414e-05
SRGN,SRGN,blue,-0.198457868646857,0.000102588118331725,-0.273819609464054,6.31069732154983e-08,-0.070487139014004,0.171440634388916,0.0582421400247871,0.258659389071294,0.0089111326836418,0.862901509664177,0.89826751632413,2.47733685879314e-136,-0.0495538761283699,0.336634109473991,0.352428889292993,1.70132742490138e-12,0.451585401492109,2.1569630308477e-20,0.314223435713383,4.15952826392332e-10
HLA-H,HLA-H,blue,-0.198466492138624,0.000102515429062757,-0.266898281656219,1.38090859787739e-07,-0.264860886812209,1.73166749832547e-07,0.0796149550828264,0.122293339591541,-0.060548294321552,0.240245917229184,0.595226794400057,1.32963844652033e-37,-0.0640284579211197,0.214233835607941,0.0200613922054131,0.697434903482035,0.630208342188732,3.09376911092634e-43,0.0627759287713655,0.223352203188546
TAP1,TAP1,blue,-0.198792020794431,9.98066232466943e-05,-0.309123406751696,8.19025417902893e-10,-0.210955387085852,3.5576204010046e-05,0.280685937462227,2.83929096123205e-08,-0.112887267639698,0.0281973563238724,0.607095634356858,1.9526563671524e-39,-0.053959592681751,0.29538453629528,-0.084568784301058,0.100651835185458,0.736609031110033,7.63499739302343e-66,-0.0364922009575162,0.479333254314298
TNFAIP2,TNFAIP2,blue,-0.200212731701139,8.8753298730513e-05,-0.245973626012786,1.2917983445739e-06,-0.130407707157446,0.0111531073745781,0.19788897662607,0.000107491905780576,0.211022803016171,3.53673928110687e-05,0.325346448772252,9.0702012062018e-11,0.229265665585265,6.70678017494675e-06,-0.118406097717194,0.0213036757310836,0.224532838232348,1.04637816938616e-05,-0.0270556129119332,0.600017673896403
